Location,Indicator,Indicator units,Age,Year,Mean estimate,Sex,Scenario type
"Micronesia, Fed. Sts.",People using at least basic sanitation services,% of population,all,2008,58.533524,All sexes,Reference
"Micronesia, Fed. Sts.",People using at least basic sanitation services,% of population,all,2009,62.787212,All sexes,Reference
"Micronesia, Fed. Sts.",People using at least basic sanitation services,% of population,all,2010,67.040901,All sexes,Reference
"Micronesia, Fed. Sts.",People using at least basic sanitation services,% of population,all,2011,71.294586,All sexes,Reference
"Micronesia, Fed. Sts.",People using at least basic sanitation services,% of population,all,2012,75.548271,All sexes,Reference
"Micronesia, Fed. Sts.",People using at least basic sanitation services,% of population,all,2013,79.801956,All sexes,Reference
"Micronesia, Fed. Sts.",People using at least basic sanitation services,% of population,all,2014,84.055641,All sexes,Reference
"Micronesia, Fed. Sts.",People using at least basic sanitation services,% of population,all,2015,88.309334,All sexes,Reference
"Micronesia, Fed. Sts.",People using at least basic sanitation services,% of population,all,2016,88.309334,All sexes,Reference
"Micronesia, Fed. Sts.",People using at least basic sanitation services,% of population,all,2017,88.309334,All sexes,Reference
"Micronesia, Fed. Sts.",People using at least basic sanitation services,% of population,all,2018,88.309334,All sexes,Reference
"Micronesia, Fed. Sts.",People using at least basic sanitation services,% of population,all,2019,88.309334,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2000,95,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2001,91,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2002,87,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2003,90,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2004,84,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2005,81,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2006,82,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2007,76,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2008,69,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2009,65,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2010,63,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2011,60,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2012,59,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2013,59,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2014,60,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2015,59,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2016,57,All sexes,Reference
Middle East & North Africa,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2017,57,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,1990,88,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,1991,81,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,1992,84,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,1993,85,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,1994,83,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,1995,86,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,1996,88,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,1997,87,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,1998,89,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,1999,90,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2000,91,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2001,91,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2002,90,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2003,89,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2004,90,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2005,90,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2006,90,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2007,90,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2008,91,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2009,92,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2010,92,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2011,91,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2012,88,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2013,90,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2014,89,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2015,88,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2016,89,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2017,90,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2018,90,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2019,90,All sexes,Reference
Middle East & North Africa,"Immunization, DPT",% of children,12-23 months,2020,88,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1990,27.7752510885472,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1991,26.9742981223807,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1992,26.2048214453293,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1993,25.4656453105238,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1994,24.7651392518519,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1995,24.0938007497673,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1996,23.4284496393463,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1997,22.7748587057869,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1998,22.1457740438667,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1999,21.5314935563901,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2000,20.9218674265827,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2001,20.3225844923745,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2002,19.7258593254287,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2003,19.1423263016935,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2004,18.5491418341913,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2005,17.9791010232129,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2006,17.4241221923229,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2007,16.8782018933505,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2008,16.3416555802638,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2009,15.8067156769011,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2010,15.304997297527,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2011,14.8573945391728,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2012,14.455196416539,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2013,14.043972481339,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2014,13.6310058199222,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2015,13.2610280444098,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2016,12.9557282195554,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2017,12.7149760547564,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2018,12.491726504751,All sexes,Reference
Middle East & North Africa,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2019,12.2636744544345,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,1990,64.8893087996375,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,1991,62.2196439774834,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,1992,59.7135197867593,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,1993,57.326327783228,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,1994,54.9902124597308,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,1995,52.7004164421977,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,1996,50.4700086281548,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,1997,48.3034513828247,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,1998,46.1818098708248,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,1999,44.1244134841209,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2000,42.1467526022584,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2001,40.2230501514937,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2002,38.3924231126426,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2003,36.6534376622318,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2004,35.0098057147739,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2005,33.4475869755414,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2006,31.9796078012524,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2007,30.5903627632965,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2008,29.2762370926153,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2009,28.0890443293247,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2010,27.0747968611903,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2011,26.2595687638044,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2012,25.6166670188704,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2013,24.9815063093668,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2014,24.380079515993,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2015,23.8890454076537,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2016,23.2867404797795,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2017,22.7316991891903,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2018,22.3227560055331,All sexes,Reference
Middle East & North Africa,"Mortality rate, under-5","per 1,000 live births",0-5 years,2019,21.7991468080493,All sexes,Reference
Middle East & North Africa,"Immunization, HepB3",% of one-year-old children,12-23 months,1990,5,All sexes,Reference
Middle East & North Africa,"Immunization, HepB3",% of one-year-old children,12-23 months,1991,7,All sexes,Reference
Middle East & North Africa,"Immunization, HepB3",% of one-year-old children,12-23 months,1992,11,All sexes,Reference
Middle East & North Africa,"Immunization, HepB3",% of one-year-old children,12-23 months,1993,13,All sexes,Reference
Middle East & North Africa,"Immunization, HepB3",% of one-year-old children,12-23 months,1994,43,All sexes,Reference
